happy,comp,sex,age,edu,employ,rel_per,rel_den,social_class,people_trust
Very happy,1,Male,60,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),A religious person,Muslim,Working class,Most people can be trusted
Very happy,3,Male,30,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),Not a religious person,Muslim,Lower class,Need to be very careful
Very happy,1,Male,29,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,1,Male,48,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Lower class,Need to be very careful
Very happy,4,Male,40,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Not a religious person,Muslim,Upper middle class,Most people can be trusted
Quite happy,5,Male,32,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Very happy,10,Male,25,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,2,Male,23,Lower secondary education (ISCED 2),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,1,Male,45,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Not at all happy,1,Male,28,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Most people can be trusted
Very happy,5,Male,24,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,10,Male,55,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Lower class,Need to be very careful
Not very happy,7,Male,20,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Not a religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,3,Male,56,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Most people can be trusted
Quite happy,1,Male,21,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),Not a religious person,Muslim,Lower class,Most people can be trusted
Quite happy,1,Male,30,Primary education (ISCED 1),Full time (30 hours a week or more),Not a religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Male,50,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Very happy,5,Male,30,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,2,Male,40,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Most people can be trusted
Quite happy,1,Female,33,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower class,Need to be very careful
Very happy,1,Female,38,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Very happy,10,Female,50,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Most people can be trusted
Quite happy,1,Female,31,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Working class,Most people can be trusted
Very happy,1,Female,33,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Working class,Most people can be trusted
Quite happy,1,Female,36,Lower secondary education (ISCED 2),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,7,Female,60,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,1,Female,35,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,5,Female,25,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Not very happy,10,Female,50,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,1,Female,30,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,1,Female,25,Primary education (ISCED 1),Self employed,A religious person,Muslim,Working class,Most people can be trusted
Quite happy,5,Female,36,Lower secondary education (ISCED 2),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,5,Female,28,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Female,50,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,5,Female,28,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Upper middle class,Need to be very careful
Very happy,2,Female,30,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,1,Female,28,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Most people can be trusted
Quite happy,10,Female,18,Upper secondary education (ISCED 3),Student,A religious person,Muslim,Upper middle class,Most people can be trusted
Very happy,6,Female,30,Upper secondary education (ISCED 3),Self employed,A religious person,Muslim,Upper middle class,Most people can be trusted
Very happy,3,Female,21,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,1,Female,25,Upper secondary education (ISCED 3),Self employed,A religious person,Muslim,Working class,Most people can be trusted
Very happy,1,Female,42,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,5,Female,45,Early childhood education (ISCED 0) / no education,Self employed,A religious person,Muslim,Working class,Most people can be trusted
Very happy,5,Female,18,Upper secondary education (ISCED 3),Self employed,A religious person,Muslim,Upper middle class,Most people can be trusted
Very happy,1,Female,30,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,7,Female,26,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Most people can be trusted
Very happy,10,Female,25,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,10,Female,35,Post-secondary non-tertiary education (ISCED 4),Part time (less than 30 hours a week),A religious person,Muslim,Upper middle class,Need to be very careful
Very happy,10,Female,25,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Working class,Most people can be trusted
Very happy,10,Female,30,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Working class,Most people can be trusted
Very happy,10,Female,25,Lower secondary education (ISCED 2),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,10,Female,35,Lower secondary education (ISCED 2),Homemaker not otherwise employed,A religious person,Muslim,Working class,Most people can be trusted
Quite happy,10,Female,35,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,10,Female,40,Lower secondary education (ISCED 2),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Not very happy,10,Female,50,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Female,40,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Female,25,Bachelor or equivalent (ISCED 6),Student,A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,10,Female,25,Upper secondary education (ISCED 3),Self employed,Not a religious person,Muslim,Working class,Need to be very careful
Very happy,1,Female,45,Lower secondary education (ISCED 2),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,10,Female,35,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,2,Female,22,Post-secondary non-tertiary education (ISCED 4),Student,A religious person,Muslim,Lower middle class,Need to be very careful
